#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-02-27T16:24:53 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e57ecdb58ba	
#INFO	-out.max=unlimited	
#INFO	queryParameters=30	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-nav=cat:J/AJ/140/34&tab:{J/AJ/140/34/table3}&key:source=J/AJ/140/34/table1&HTTPPRM:&&-ref=VIZ5e57ecdb58ba&-out.max=50&-out.form=Detailed results&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=Nova&-out=Year&-out=T0&-out=Tpeak&-out=Vpeak&-out=t2&-out=t3&-out=t6&-out=t9&-out=l_VQ&-out=VQ&-out=tQ&-out=n_tQ&-out=Class&-out=lc&-ignore=lc=*&lc=lc&-out=Simbad&Simbad=Simbad&-out=_RA&-out=_DE&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/AJ/140/34/table1&
#-source= J/AJ/140/34/table3
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out=Nova
#-out=Year
#-out=T0
#-out=Tpeak
#-out=Vpeak
#-out=t2
#-out=t3
#-out=t6
#-out=t9
#-out=l_VQ
#-out=VQ
#-out=tQ
#-out=n_tQ
#-out=Class
#-out=lc
#-out=Simbad
#Simbad=Simbad
#-out=_RA
#-out=_DE
#-out.src=J/AJ/140/34/table1
#-source=J/AJ/140/34
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_51400034
#Name: J/AJ/140/34
#Title: Classification of nova light curves (Strope+, 2010)
#Table	J_AJ_140_34_table3:
#Name: J/AJ/140/34/table3
#Title: Definitions and examples of light curve classes
#Column	Class	(A1)	[SPDCOFJ] Class code	[ucd=meta.code.class]
#Column	Def	(a102)	Definition	[ucd=meta.note]
#Column	Ex	(a31)	Examples	[ucd=meta.note]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref]
Class|Def|Ex|Simbad
 | | |
-|------------------------------------------------------------------------------------------------------|-------------------------------|------
S|Smooth; power-law decline with no major fluctuations                                                  |CP Lac, V1668 Cyg, V2275 Cyg   |Simbad
P|Plateau; smooth decline interrupted by a long-lasting nearly flat interval followed by steeper decline|V4633 Sgr, CP Pup, RS Oph      |Simbad
D|Dust dip; decline interrupted by fast decline, minimum, and recovery to just below original decline   |DQ Her, FH Ser, V705 Cas       |Simbad
C|Cusp; power-law decline plus secondary maximum with steepening rise then steep decline                |V2362 Cyg, V1493 Aql, V2491 Cyg|Simbad
O|Oscillations; smooth decline with interval showing quasi-sinusoidal variations                        |V603 Aql, GK Per, V1494 Aql    |Simbad
F|Flat topped; smooth light curve with an extended interval at the peak with near constant brightness   |DO Aql, V849 Oph, BT Mon       |Simbad
J|Jitter; decline displays substantial variability often as short-duration brightenings                 |DK Lac, HR Del, V723 Cas       |Simbad

#Table	J_AJ_140_34_table1:
#Name: J/AJ/140/34/table1
#Title: Catalogued novae and their primary light curve properties
#Column	Nova	(A9)	Nova name	[ucd=meta.id;meta.main]
#Column	Year	(I4)	Year of discovery	[ucd=time.epoch]
#Column	T0	(I7)	Fiducial time (JD)	[ucd=time.epoch]
#Column	Tpeak	(I7)	Peak time (JD)	[ucd=time.epoch]
#Column	Vpeak	(F4.1)	Peak magnitude	[ucd=phot.mag;em.opt.V]
#Column	t2	(I3)	Time to decline by 2mag from maximum	[ucd=time.interval]
#Column	t3	(I3)	Time to decline by 3mag from maximum	[ucd=time.interval]
#Column	t6	(I4)	? Time to decline by 6mag from maximum [NULL integer written as an empty string]	[ucd=time.interval]
#Column	t9	(I4)	? Time to decline by 9mag from maximum [NULL integer written as an empty string]	[ucd=time.interval]
#Column	l_VQ	(A1)	[~>] Limit flag on VQ	[ucd=meta.code.error]
#Column	VQ	(F4.1)	Magnitude in quiescence	[ucd=phot.mag;em.opt.V]
#Column	tQ	(I5)	? Time of quiescence [NULL integer written as an empty string]	[ucd=time.interval]
#Column	n_tQ	(A1)	[a] bright quiescence (1)	[ucd=meta.note]
#Column	Class	(A6)	Class (2)	[ucd=meta.code;src.var]
#Column	lc	(A2)	light curve	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Nova|Year|T0|Tpeak|Vpeak|t2|t3|t6|t9|l_VQ|VQ|tQ|n_tQ|Class|lc|Simbad|_RA|_DE
FH Ser   |2442716.000| 2085.00|14.50| 0.15|   1
FH Ser   |2442908.000| 2277.00|14.70| 0.15|   1
FH Ser   |2443004.000| 2373.00|15.00| 0.15|   1
FH Ser   |2443260.000| 2629.00|16.00| 0.15|   1
FH Ser   |2443388.000| 2757.00|15.88| 0.07|   5
LW Ser   |2443569.000|    1.00| 9.00| 0.15|   1
LW Ser   |2443573.000|    5.00| 8.30| 0.15|   1
LW Ser   |2443575.000|    7.00| 8.50| 0.15|   1
LW Ser   |2443577.000|    9.00| 8.63| 0.13|   4
LW Ser   |2443579.000|   11.00| 8.78| 0.24|   4
LW Ser   |2443581.000|   13.00| 9.19| 0.15|   7
LW Ser   |2443583.000|   15.00| 9.33| 0.11|   7
LW Ser   |2443585.000|   17.00| 8.86| 0.04|  16
LW Ser   |2443587.000|   19.00| 9.09| 0.08|   9
LW Ser   |2443589.000|   21.00| 9.07| 0.07|   7
LW Ser   |2443591.000|   23.00| 9.67| 0.14|   3
LW Ser   |2443593.000|   25.00| 9.57| 0.09|   7
LW Ser   |2443595.000|   27.00| 9.50| 0.06|   7
LW Ser   |2443597.000|   29.00| 9.85| 0.13|   4
LW Ser   |2443599.000|   31.00| 9.98| 0.08|   4
LW Ser   |2443601.000|   33.00| 9.87| 0.09|   3
LW Ser   |2443603.000|   35.00| 9.90| 0.11|   2
LW Ser   |2443605.000|   37.00| 9.96| 0.07|   8
LW Ser   |2443607.000|   39.00|10.34| 0.09|  11
LW Ser   |2443609.000|   41.00|10.48| 0.13|   4
LW Ser   |2443611.000|   43.00|10.55| 0.11|   2
LW Ser   |2443613.000|   45.00|10.75| 0.11|   8
LW Ser   |2443615.000|   47.00|10.70| 0.12|   8
LW Ser   |2443617.000|   49.00|10.63| 0.08|   4
LW Ser   |2443619.000|   51.00|10.60| 0.11|   2
LW Ser   |2443621.000|   53.00|10.75| 0.11|   2
LW Ser   |2443623.000|   55.00|11.00| 0.11|   2
LW Ser   |2443625.000|   57.00|11.20| 0.15|   1
LW Ser   |2443627.000|   59.00|12.34| 0.24|   8
LW Ser   |2443629.000|   61.00|12.70| 0.15|   1
LW Ser   |2443631.000|   63.00|12.93| 0.24|   3
LW Ser   |2443633.000|   65.00|13.20| 0.15|   1
LW Ser   |2443637.000|   69.00|13.40| 0.22|   3
LW Ser   |2443639.000|   71.00|13.50| 0.21|   2
LW Ser   |2443641.000|   73.00|13.80| 0.15|   1
LW Ser   |2443656.000|   88.00|13.50| 0.15|   1
LW Ser   |2443660.000|   92.00|14.40| 0.64|   2
LW Ser   |2443664.000|   96.00|15.35| 0.11|   2
LW Ser   |2443688.000|  120.00|14.05| 0.11|   2
LW Ser   |2443692.000|  124.00|13.90| 0.15|   1
LW Ser   |2443696.000|  128.00|14.20| 0.15|   1
LW Ser   |2443700.000|  132.00|14.07| 0.12|   3
LW Ser   |2443704.000|  136.00|14.10| 0.15|   1
LW Ser   |2443716.000|  148.00|14.00| 0.15|   1
LW Ser   |2443728.000|  160.00|14.10| 0.15|   1
LW Ser   |2443744.000|  176.00|14.20| 0.14|   2
LW Ser   |2443748.000|  180.00|14.50| 0.15|   1
LW Ser   |2443752.000|  184.00|13.50| 0.15|   1
LW Ser   |2443756.000|  188.00|13.83| 0.17|   3
LW Ser   |2443760.000|  192.00|13.90| 0.15|   1
LW Ser   |2443780.000|  212.00|14.10| 0.11|   2
LW Ser   |2443784.000|  216.00|14.23| 0.09|   3
LW Ser   |2444062.000|  494.00|14.40| 0.15|   1
LW Ser   |2444158.000|  590.00|14.50| 0.15|   1
LW Ser   |2444414.000|  846.00|14.50| 0.15|   1
V382 Vel |2451320.750|    0.75| 2.99| 0.02|  10
V382 Vel |2451321.250|    1.25| 2.86| 0.03|  20
V382 Vel |2451321.750|    1.75| 2.77| 0.02|  31
V382 Vel |2451322.250|    2.25| 2.88| 0.03|  17
V382 Vel |2451322.750|    2.75| 3.14| 0.04|  22
V382 Vel |2451323.250|    3.25| 3.46| 0.03|  33
V382 Vel |2451323.750|    3.75| 3.55| 0.04|  31
V382 Vel |2451324.250|    4.25| 3.78| 0.03|  25
V382 Vel |2451324.750|    4.75| 3.87| 0.07|  13
V382 Vel |2451325.250|    5.25| 3.98| 0.04|  28
V382 Vel |2451325.750|    5.75| 4.32| 0.06|  14
V382 Vel |2451326.250|    6.25| 4.23| 0.04|  15
V382 Vel |2451326.750|    6.75| 4.45| 0.04|  13
V382 Vel |2451327.250|    7.25| 4.57| 0.03|  13
V382 Vel |2451327.750|    7.75| 4.65| 0.06|   6
V382 Vel |2451328.250|    8.25| 4.85| 0.05|  15
V382 Vel |2451328.750|    8.75| 4.82| 0.05|  11
V382 Vel |2451329.250|    9.25| 5.01| 0.04|  17
V382 Vel |2451329.750|    9.75| 5.01| 0.04|  16
V382 Vel |2451330.500|   10.50| 5.15| 0.02|  44
V382 Vel |2451331.500|   11.50| 5.30| 0.03|  31
V382 Vel |2451332.500|   12.50| 5.40| 0.04|  20
V382 Vel |2451333.500|   13.50| 5.63| 0.03|  22
V382 Vel |2451334.500|   14.50| 5.70| 0.04|  18
V382 Vel |2451335.500|   15.50| 5.85| 0.05|  21
V382 Vel |2451336.500|   16.50| 5.85| 0.05|  30
V382 Vel |2451337.500|   17.50| 6.09| 0.05|  25
V382 Vel |2451338.500|   18.50| 6.20| 0.04|  18
V382 Vel |2451339.500|   19.50| 6.30| 0.05|  28
V382 Vel |2451340.500|   20.50| 6.35| 0.06|  24
V382 Vel |2451341.500|   21.50| 6.49| 0.04|  25
V382 Vel |2451342.500|   22.50| 6.67| 0.03|  17
V382 Vel |2451343.500|   23.50| 6.64| 0.07|  17
V382 Vel |2451344.500|   24.50| 6.77| 0.05|  20
V382 Vel |2451345.500|   25.50| 6.75| 0.04|  13
V382 Vel |2451346.500|   26.50| 6.92| 0.03|  20
V382 Vel |2451347.500|   27.50| 6.95| 0.05|  12
V382 Vel |2451348.500|   28.50| 7.03| 0.06|  10
V382 Vel |2451349.500|   29.50| 7.05| 0.06|  12
V382 Vel |2451351.000|   31.00| 7.20| 0.03|  29
V382 Vel |2451353.000|   33.00| 7.17| 0.03|  31
V382 Vel |2451355.000|   35.00| 7.27| 0.02|  18
V382 Vel |2451357.000|   37.00| 7.24| 0.03|  23
V382 Vel |2451359.000|   39.00| 7.33| 0.02|  19
V382 Vel |2451361.000|   41.00| 7.41| 0.04|  21
V382 Vel |2451363.000|   43.00| 7.42| 0.02|  24
V382 Vel |2451365.000|   45.00| 7.46| 0.04|  22
V382 Vel |2451367.000|   47.00| 7.51| 0.04|  16
V382 Vel |2451369.000|   49.00| 7.44| 0.02|  23
V382 Vel |2451371.000|   51.00| 7.54| 0.05|   9
V382 Vel |2451373.000|   53.00| 7.51| 0.05|  19
V382 Vel |2451375.000|   55.00| 7.49| 0.05|   9
V382 Vel |2451377.000|   57.00| 7.65| 0.05|  17
V382 Vel |2451379.000|   59.00| 7.68| 0.04|  12
V382 Vel |2451381.000|   61.00| 7.66| 0.02|  12
V382 Vel |2451383.000|   63.00| 7.71| 0.02|  10
V382 Vel |2451385.000|   65.00| 7.67| 0.05|   9
V382 Vel |2451387.000|   67.00| 7.73| 0.08|   4
V382 Vel |2451389.000|   69.00| 7.82| 0.06|   6
V382 Vel |2451391.000|   71.00| 7.81| 0.04|  10
V382 Vel |2451393.000|   73.00| 7.79| 0.05|  14
V382 Vel |2451395.000|   75.00| 7.77| 0.04|  14
V382 Vel |2451397.000|   77.00| 7.87| 0.02|  10
V382 Vel |2451399.000|   79.00| 7.89| 0.05|   9
V382 Vel |2451402.000|   82.00| 7.92| 0.03|  20
V382 Vel |2451406.000|   86.00| 7.96| 0.04|  13
V382 Vel |2451410.000|   90.00| 8.05| 0.10|   6
V382 Vel |2451414.000|   94.00| 7.95| 0.04|  10
V382 Vel |2451418.000|   98.00| 8.25| 0.11|   2
V382 Vel |2451422.000|  102.00| 8.00| 0.05|   9
V382 Vel |2451426.000|  106.00| 7.93| 0.10|   4
V382 Vel |2451430.000|  110.00| 8.10| 0.08|   6
V382 Vel |2451434.000|  114.00| 7.96| 0.07|   5
V382 Vel |2451438.000|  118.00| 8.10| 0.11|   2
V382 Vel |2451442.000|  122.00| 8.20| 0.11|   2
V382 Vel |2451450.000|  130.00| 8.50| 0.11|   2
V382 Vel |2451454.000|  134.00| 8.40| 0.11|   2
V382 Vel |2451458.000|  138.00| 8.40| 0.11|   2
V382 Vel |2451462.000|  142.00| 8.50| 0.15|   1
V382 Vel |2451466.000|  146.00| 8.60| 0.11|   2
V382 Vel |2451476.000|  156.00| 8.47| 0.09|   3
V382 Vel |2451484.000|  164.00| 9.10| 0.11|   2
V382 Vel |2451492.000|  172.00| 9.13| 0.08|   4
V382 Vel |2451500.000|  180.00| 9.00| 0.15|   1
V382 Vel |2451508.000|  188.00| 8.70| 0.15|   1
V382 Vel |2451516.000|  196.00| 9.15| 0.10|   4
V382 Vel |2451524.000|  204.00| 9.15| 0.08|   4
V382 Vel |2451532.000|  212.00| 9.23| 0.09|   3
V382 Vel |2451540.000|  220.00| 9.40| 0.09|   3
V382 Vel |2451548.000|  228.00| 9.50| 0.05|   8
V382 Vel |2451556.000|  236.00| 9.80| 0.08|   8
V382 Vel |2451564.000|  244.00| 9.71| 0.06|   7
V382 Vel |2451572.000|  252.00| 9.80| 0.06|   6
V382 Vel |2451580.000|  260.00| 9.92| 0.04|  19
V382 Vel |2451588.000|  268.00|10.06| 0.15|   7
V382 Vel |2451596.000|  276.00|10.05| 0.05|   8
V382 Vel |2451604.000|  284.00|10.22| 0.08|  16
V382 Vel |2451612.000|  292.00|10.21| 0.08|  14
V382 Vel |2451620.000|  300.00|10.42| 0.08|  18
V382 Vel |2451640.000|  320.00|10.40| 0.04|  45
V382 Vel |2451672.000|  352.00|10.53| 0.03|  71
V382 Vel |2451704.000|  384.00|10.52| 0.04|  54
V382 Vel |2451736.000|  416.00|10.81| 0.04|  43
V382 Vel |2451768.000|  448.00|11.28| 0.07|  13
V382 Vel |2451800.000|  480.00|11.55| 0.06|   6
V382 Vel |2451832.000|  512.00|11.63| 0.02|  18
V382 Vel |2451864.000|  544.00|11.74| 0.02|  16
V382 Vel |2451896.000|  576.00|11.88| 0.03|  19
V382 Vel |2451928.000|  608.00|12.12| 0.06|  14
V382 Vel |2451960.000|  640.00|12.33| 0.03|  27
V382 Vel |2451992.000|  672.00|12.38| 0.04|  21
V382 Vel |2452024.000|  704.00|12.51| 0.08|   9
V382 Vel |2452056.000|  736.00|12.65| 0.05|  17
V382 Vel |2452088.000|  768.00|12.83| 0.02|  17
V382 Vel |2452120.000|  800.00|12.70| 0.11|   4
V382 Vel |2452264.000|  944.00|13.60| 0.15|   1
V382 Vel |2452328.000| 1008.00|13.70| 0.08|   4
V382 Vel |2452392.000| 1072.00|13.88| 0.06|   6
V382 Vel |2452456.000| 1136.00|14.23| 0.05|   9
LV Vul   |2439963.250|    0.25| 5.00| 0.11|   2
LV Vul   |2439963.750|    0.75| 4.68| 0.11|   4
LV Vul   |2439964.250|    1.25| 4.50| 0.11|   2
LV Vul   |2439964.750|    1.75| 4.87| 0.06|  16
LV Vul   |2439965.250|    2.25| 5.00| 0.11|   2
LV Vul   |2439965.750|    2.75| 4.86| 0.05|  13
LV Vul   |2439966.250|    3.25| 5.10| 0.08|   4
LV Vul   |2439966.750|    3.75| 4.88| 0.08|  14
LV Vul   |2439967.250|    4.25| 5.10| 0.07|   5
LV Vul   |2439967.750|    4.75| 4.95| 0.04|  15
LV Vul   |2439968.250|    5.25| 4.90| 0.09|   3
LV Vul   |2439968.750|    5.75| 5.00| 0.08|  13
LV Vul   |2439969.250|    6.25| 5.25| 0.08|   4
LV Vul   |2439969.750|    6.75| 5.18| 0.06|   6
LV Vul   |2439970.250|    7.25| 5.40| 0.15|   1
LV Vul   |2439970.750|    7.75| 5.25| 0.07|   6
LV Vul   |2439971.250|    8.25| 5.23| 0.09|   3
LV Vul   |2439971.750|    8.75| 5.36| 0.07|   5
LV Vul   |2439972.250|    9.25| 5.30| 0.15|   1
LV Vul   |2439972.750|    9.75| 5.34| 0.04|  14
LV Vul   |2439973.250|   10.25| 5.48| 0.10|   5
LV Vul   |2439973.750|   10.75| 5.42| 0.03|  11
LV Vul   |2439974.250|   11.25| 5.48| 0.06|   6
LV Vul   |2439974.750|   11.75| 5.62| 0.03|  24
LV Vul   |2439975.250|   12.25| 5.82| 0.08|   6
LV Vul   |2439975.750|   12.75| 5.58| 0.06|  10
LV Vul   |2439976.250|   13.25| 5.40| 0.15|   1
LV Vul   |2439976.750|   13.75| 5.74| 0.19|   5
LV Vul   |2439977.250|   14.25| 5.70| 0.12|   3
LV Vul   |2439977.750|   14.75| 6.08| 0.20|  10
LV Vul   |2439978.250|   15.25| 5.75| 0.18|   2
LV Vul   |2439978.750|   15.75| 5.86| 0.13|   7
LV Vul   |2439979.250|   16.25| 5.60| 0.15|   1
LV Vul   |2439979.750|   16.75| 5.75| 0.06|   6
LV Vul   |2439980.250|   17.25| 5.80| 0.11|   2
LV Vul   |2439980.750|   17.75| 5.67| 0.14|   3
LV Vul   |2439981.250|   18.25| 5.60| 0.14|   3
LV Vul   |2439981.750|   18.75| 5.74| 0.09|   8
LV Vul   |2439982.250|   19.25| 5.86| 0.10|   5
LV Vul   |2439982.750|   19.75| 5.98| 0.10|   9
LV Vul   |2439983.750|   20.75| 6.34| 0.07|  14
LV Vul   |2439984.250|   21.25| 6.20| 0.21|   2
LV Vul   |2439984.750|   21.75| 6.52| 0.05|  11
LV Vul   |2439985.250|   22.25| 6.63| 0.08|   4
LV Vul   |2439985.750|   22.75| 6.84| 0.07|   5
LV Vul   |2439986.250|   23.25| 6.57| 0.09|   3
LV Vul   |2439986.750|   23.75| 6.75| 0.11|   2
LV Vul   |2439987.250|   24.25| 6.98| 0.17|   4
LV Vul   |2439987.750|   24.75| 6.30| 0.15|   1
LV Vul   |2439988.250|   25.25| 7.10| 0.14|   2
LV Vul   |2439988.750|   25.75| 6.80| 0.15|   1
LV Vul   |2439989.250|   26.25| 6.65| 0.11|   2
LV Vul   |2439989.750|   26.75| 6.80| 0.11|   2
LV Vul   |2439990.500|   27.50| 6.78| 0.07|   9
LV Vul   |2439991.500|   28.50| 6.80| 0.08|  12
LV Vul   |2439992.500|   29.50| 6.83| 0.10|   6
LV Vul   |2439993.500|   30.50| 7.09| 0.07|   8
LV Vul   |2439994.500|   31.50| 7.12| 0.15|   6
LV Vul   |2439995.500|   32.50| 7.22| 0.12|  12
LV Vul   |2439996.500|   33.50| 7.31| 0.11|   8
LV Vul   |2439997.500|   34.50| 7.48| 0.08|  12
LV Vul   |2439998.500|   35.50| 7.23| 0.07|  11
LV Vul   |2439999.500|   36.50| 7.36| 0.07|   8
LV Vul   |2440000.500|   37.50| 7.34| 0.08|  11
LV Vul   |2440001.500|   38.50| 7.36| 0.06|  16
LV Vul   |2440002.500|   39.50| 7.32| 0.07|  15
LV Vul   |2440003.500|   40.50| 7.54| 0.07|  12
LV Vul   |2440004.500|   41.50| 7.53| 0.12|   8
LV Vul   |2440005.500|   42.50| 7.65| 0.07|  11
LV Vul   |2440006.500|   43.50| 7.70| 0.09|  11
LV Vul   |2440007.500|   44.50| 7.76| 0.04|  24
LV Vul   |2440008.500|   45.50| 7.49| 0.08|  12
LV Vul   |2440009.500|   46.50| 7.78| 0.08|  12
LV Vul   |2440010.500|   47.50| 7.81| 0.11|   9
LV Vul   |2440011.500|   48.50| 7.86| 0.06|  12
LV Vul   |2440012.500|   49.50| 7.83| 0.09|  15
LV Vul   |2440013.500|   50.50| 7.84| 0.08|  15
LV Vul   |2440014.500|   51.50| 8.10| 0.09|  14
LV Vul   |2440015.500|   52.50| 8.07| 0.10|   3
LV Vul   |2440016.500|   53.50| 7.90| 0.06|   7
LV Vul   |2440017.500|   54.50| 8.13| 0.06|   6
LV Vul   |2440018.500|   55.50| 8.02| 0.06|   6
LV Vul   |2440019.500|   56.50| 8.00| 0.11|   4
LV Vul   |2440021.000|   58.00| 8.24| 0.05|  18
LV Vul   |2440023.000|   60.00| 8.26| 0.06|  30
LV Vul   |2440025.000|   62.00| 8.39| 0.08|  19
LV Vul   |2440027.000|   64.00| 8.42| 0.07|  28
LV Vul   |2440029.000|   66.00| 8.48| 0.05|  33
LV Vul   |2440031.000|   68.00| 8.52| 0.06|  20
LV Vul   |2440033.000|   70.00| 8.39| 0.04|  10
LV Vul   |2440035.000|   72.00| 8.48| 0.08|  19
LV Vul   |2440037.000|   74.00| 8.48| 0.05|  33
LV Vul   |2440039.000|   76.00| 8.38| 0.05|  32
LV Vul   |2440041.000|   78.00| 8.46| 0.06|  24
LV Vul   |2440043.000|   80.00| 8.56| 0.08|  16
LV Vul   |2440045.000|   82.00| 8.51| 0.05|  22
LV Vul   |2440047.000|   84.00| 8.69| 0.11|  12
LV Vul   |2440049.000|   86.00| 8.64| 0.08|  16
LV Vul   |2440051.000|   88.00| 8.70| 0.05|   9
LV Vul   |2440053.000|   90.00| 8.59| 0.09|  19
LV Vul   |2440055.000|   92.00| 8.71| 0.06|  19
LV Vul   |2440057.000|   94.00| 8.74| 0.08|  16
LV Vul   |2440059.000|   96.00| 8.84| 0.06|  23
LV Vul   |2440061.000|   98.00| 8.89| 0.07|  11
LV Vul   |2440063.000|  100.00| 8.75| 0.15|  10
LV Vul   |2440065.000|  102.00| 8.89| 0.07|  17
LV Vul   |2440067.000|  104.00| 8.97| 0.04|  32
LV Vul   |2440069.000|  106.00| 9.03| 0.07|  20
LV Vul   |2440071.000|  108.00| 9.08| 0.13|  10
LV Vul   |2440073.000|  110.00| 8.92| 0.17|   6
LV Vul   |2440075.000|  112.00| 8.95| 0.07|   8
LV Vul   |2440077.000|  114.00| 9.10| 0.12|   3
LV Vul   |2440079.000|  116.00| 9.14| 0.09|  14
LV Vul   |2440081.000|  118.00| 9.17| 0.05|  22
LV Vul   |2440083.000|  120.00| 9.27| 0.08|  16
LV Vul   |2440085.000|  122.00| 9.16| 0.07|  16
LV Vul   |2440087.000|  124.00| 9.23| 0.05|  21
LV Vul   |2440089.000|  126.00| 9.32| 0.12|  11
LV Vul   |2440091.000|  128.00| 9.33| 0.07|  23
LV Vul   |2440093.000|  130.00| 8.98| 0.05|  12
LV Vul   |2440095.000|  132.00| 9.29| 0.08|  18
LV Vul   |2440097.000|  134.00| 9.24| 0.08|  18
LV Vul   |2440099.000|  136.00| 9.43| 0.10|  11
LV Vul   |2440104.000|  141.00| 9.35| 0.05|  38
LV Vul   |2440112.000|  149.00| 9.39| 0.05|  55
LV Vul   |2440120.000|  157.00| 9.56| 0.07|  33
LV Vul   |2440128.000|  165.00| 9.66| 0.07|  33
LV Vul   |2440136.000|  173.00| 9.64| 0.10|  15
LV Vul   |2440144.000|  181.00| 9.68| 0.09|  25
LV Vul   |2440152.000|  189.00| 9.82| 0.06|  29
LV Vul   |2440160.000|  197.00| 9.91| 0.09|  23
LV Vul   |2440168.000|  205.00| 9.93| 0.11|   8
LV Vul   |2440176.000|  213.00| 9.90| 0.11|   4
LV Vul   |2440184.000|  221.00|10.16| 0.07|  23
LV Vul   |2440192.000|  229.00|10.03| 0.12|   6
LV Vul   |2440200.000|  237.00|10.30| 0.10|  14
LV Vul   |2440208.000|  245.00|10.16| 0.12|   7
LV Vul   |2440216.000|  253.00|10.44| 0.15|   7
LV Vul   |2440228.000|  265.00|10.54| 0.14|   8
LV Vul   |2440244.000|  281.00|10.45| 0.23|   4
LV Vul   |2440260.000|  297.00|10.79| 0.18|  10
LV Vul   |2440276.000|  313.00|10.86| 0.22|   5
LV Vul   |2440292.000|  329.00|10.78| 0.17|  11
LV Vul   |2440308.000|  345.00|11.28| 0.17|   8
LV Vul   |2440324.000|  361.00|11.36| 0.10|  20
LV Vul   |2440340.000|  377.00|11.45| 0.09|  14
LV Vul   |2440356.000|  393.00|11.39| 0.12|  13
LV Vul   |2440372.000|  409.00|11.45| 0.13|  13
LV Vul   |2440388.000|  425.00|11.87| 0.08|  34
LV Vul   |2440404.000|  441.00|11.73| 0.11|  21
LV Vul   |2440420.000|  457.00|11.94| 0.16|  20
LV Vul   |2440436.000|  473.00|12.19| 0.07|  30
LV Vul   |2440452.000|  489.00|11.98| 0.15|  17
LV Vul   |2440468.000|  505.00|12.33| 0.10|  11
LV Vul   |2440484.000|  521.00|12.35| 0.11|  13
LV Vul   |2440500.000|  537.00|12.47| 0.07|  22
LV Vul   |2440524.000|  561.00|12.56| 0.07|  35
LV Vul   |2440556.000|  593.00|12.59| 0.06|  19
LV Vul   |2440588.000|  625.00|12.00| 0.35|   2
LV Vul   |2440620.000|  657.00|12.40| 0.09|   3
LV Vul   |2440652.000|  689.00|12.35| 0.08|   4
LV Vul   |2440684.000|  721.00|12.92| 0.30|   5
LV Vul   |2440716.000|  753.00|13.11| 0.19|   9
LV Vul   |2440748.000|  785.00|13.20| 0.18|   6
LV Vul   |2440780.000|  817.00|13.55| 0.08|   4
LV Vul   |2440812.000|  849.00|13.82| 0.08|   6
LV Vul   |2440844.000|  881.00|13.97| 0.09|   3
LV Vul   |2440876.000|  913.00|13.70| 0.11|   2
LV Vul   |2441116.000| 1153.00|14.28| 0.05|   9
LV Vul   |2441244.000| 1281.00|14.28| 0.04|  22
LV Vul   |2441372.000| 1409.00|14.80| 0.11|   2
LV Vul   |2441500.000| 1537.00|14.70| 0.09|   3
LV Vul   |2441628.000| 1665.00|14.60| 0.15|   1
LV Vul   |2441756.000| 1793.00|14.80| 0.15|   1
LV Vul   |2441884.000| 1921.00|14.38| 0.30|   5
LV Vul   |2442012.000| 2049.00|14.65| 0.11|   2
LV Vul   |2442140.000| 2177.00|15.00| 0.15|   1
LV Vul   |2442268.000| 2305.00|14.43| 0.17|   3
LV Vul   |2442652.000| 2689.00|14.18| 0.12|   6
LV Vul   |2442780.000| 2817.00|14.15| 0.11|   2
LV Vul   |2442908.000| 2945.00|14.80| 0.15|   1
LV Vul   |2443036.000| 3073.00|14.63| 0.09|   3
NQ Vul   |2443073.250|    0.25| 6.50| 0.15|   1
NQ Vul   |2443073.750|    0.75| 6.50| 0.15|   1
NQ Vul   |2443074.250|    1.25| 7.40| 0.15|   1
NQ Vul   |2443074.750|    1.75| 6.78| 0.04|  34
NQ Vul   |2443075.250|    2.25| 7.37| 0.14|   3
NQ Vul   |2443075.750|    2.75| 7.17| 0.05|  18
NQ Vul   |2443076.250|    3.25| 7.60| 0.11|   2
NQ Vul   |2443076.750|    3.75| 7.10| 0.11|   2
NQ Vul   |2443077.250|    4.25| 7.23| 0.11|   3
NQ Vul   |2443077.750|    4.75| 7.08| 0.11|   4
NQ Vul   |2443078.250|    5.25| 6.80| 0.15|   4
NQ Vul   |2443078.750|    5.75| 6.71| 0.03| 101
NQ Vul   |2443079.250|    6.25| 6.90| 0.28|   2
